db_id,question,gold_sql,qwen_predicted_sql
cre_Doc_Template_Mgt,"List document IDs, document names, and document descriptions for all documents.","SELECT document_id ,  document_name ,  document_description FROM Documents","SELECT id, name, description FROM documents;"
cre_Doc_Template_Mgt,"What are the ids, names, and descriptions for all documents?","SELECT document_id ,  document_name ,  document_description FROM Documents","SELECT id, name, description FROM documents;"
cre_Doc_Template_Mgt,What is the document name and template id for document with description with the letter 'w' in it?,"SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""","SELECT name, template_id FROM documents WHERE description LIKE '%w%'"
cre_Doc_Template_Mgt,Return the names and template ids for documents that contain the letter w in their description.,"SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""","SELECT name, template_id FROM documents WHERE description LIKE '%w%';"
cre_Doc_Template_Mgt,"What is the document id, template id and description for document named ""Robbin CV""?","SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""","SELECT document_id, template_id, description FROM documents WHERE name = 'Robbin CV';"
cre_Doc_Template_Mgt,"Return the document id, template id, and description for the document with the name Robbin CV.","SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""","SELECT document_id, template_id, description FROM Documents WHERE name = ""Robbin CV"";"
cre_Doc_Template_Mgt,How many different templates do all document use?,SELECT count(DISTINCT template_id) FROM Documents,SELECT COUNT(DISTINCT template_id) FROM documents;
cre_Doc_Template_Mgt,Count the number of different templates used for documents.,SELECT count(DISTINCT template_id) FROM Documents,SELECT COUNT(DISTINCT template_id) FROM documents;
cre_Doc_Template_Mgt,How many documents are using the template with type code 'PPT'?,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT COUNT(*) FROM Documents JOIN Templates ON Documents.template_id = Templates.id WHERE Templates.type_code = 'PPT';
cre_Doc_Template_Mgt,Count the number of documents that use the PPT template type.,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT COUNT(*) FROM documents WHERE template_type = 'PPT';
cre_Doc_Template_Mgt,Show all template ids and number of documents using each template.,"SELECT template_id ,  count(*) FROM Documents GROUP BY template_id","SELECT template_id, COUNT(*) AS num_documents FROM documents GROUP BY template_id;"
cre_Doc_Template_Mgt,"What are all different template ids used for documents, and how many times were each of them used?","SELECT template_id ,  count(*) FROM Documents GROUP BY template_id","SELECT template_id, COUNT(*) FROM documents GROUP BY template_id;"
cre_Doc_Template_Mgt,What is the id and type code for the template used by the most documents?,"SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1","SELECT templates.id, templates.type_code FROM documents INNER JOIN templates ON documents.template_id = templates.id GROUP BY templates.id ORDER BY COUNT(documents.id) DESC LIMIT 1;"
cre_Doc_Template_Mgt,Return the id and type code of the template that is used for the greatest number of documents.,"SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1","SELECT templates.id, templates.type_code FROM templates INNER JOIN documents ON templates.id = documents.template_id GROUP BY templates.id ORDER BY COUNT(documents.id) DESC LIMIT 1;"
cre_Doc_Template_Mgt,Show ids for all templates that are used by more than one document.,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,SELECT template_id FROM documents GROUP BY template_id HAVING COUNT(*) > 1;
cre_Doc_Template_Mgt,What are the template ids of any templates used in more than a single document?,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,SELECT template_id FROM documents GROUP BY template_id HAVING COUNT(*) > 1;
cre_Doc_Template_Mgt,Show ids for all templates not used by any document.,SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,SELECT t.id FROM templates t LEFT JOIN documents d ON t.id = d.template_id WHERE d.template_id IS NULL;
cre_Doc_Template_Mgt,What are the ids for templates that are not used in any documents?,SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,SELECT t.id FROM templates t LEFT JOIN documents d ON t.id = d.template_id WHERE d.id IS NULL;
cre_Doc_Template_Mgt,How many templates do we have?,SELECT count(*) FROM Templates,SELECT COUNT(*) FROM templates;
cre_Doc_Template_Mgt,Count the number of templates.,SELECT count(*) FROM Templates,SELECT COUNT(*) FROM templates;
cre_Doc_Template_Mgt,"Show template ids, version numbers, and template type codes for all templates.","SELECT template_id ,  version_number ,  template_type_code FROM Templates","SELECT template_id, version_number, template_type_code FROM templates;"
cre_Doc_Template_Mgt,"What are the ids, version numbers, and type codes for each template?","SELECT template_id ,  version_number ,  template_type_code FROM Templates","SELECT id, version, type_code FROM templates;"
cre_Doc_Template_Mgt,Show all distinct template type codes for all templates.,SELECT DISTINCT template_type_code FROM Templates,SELECT DISTINCT template_type_code FROM templates;
cre_Doc_Template_Mgt,What are the different template type codes?,SELECT DISTINCT template_type_code FROM Templates,SELECT DISTINCT template_type_code FROM templates;
cre_Doc_Template_Mgt,What are the ids of templates with template type code PP or PPT?,"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""","SELECT id FROM templates WHERE template_type_code IN ('PP', 'PPT');"
cre_Doc_Template_Mgt,Return the ids of templates that have the code PP or PPT.,"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""","SELECT id FROM templates WHERE code IN ('PP', 'PPT');"
cre_Doc_Template_Mgt,How many templates have template type code CV?,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",SELECT COUNT(*) FROM Templates WHERE TemplateTypeCode = 'CV';
cre_Doc_Template_Mgt,Count the number of templates of the type CV.,"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",SELECT COUNT(*) FROM templates WHERE type = 'CV';
cre_Doc_Template_Mgt,What is the version number and template type code for the template with version number later than 5?,"SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5","SELECT version_number, template_type_code FROM Templates WHERE version_number > 5;"
cre_Doc_Template_Mgt,Return the version numbers and template type codes of templates with a version number greater than 5.,"SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5","SELECT version, template_type_code FROM templates WHERE version > 5;"
cre_Doc_Template_Mgt,Show all template type codes and number of templates for each.,"SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code","SELECT template_type_code, COUNT(*) AS num_templates FROM templates GROUP BY template_type_code;"
cre_Doc_Template_Mgt,"What are the different template type codes, and how many templates correspond to each?","SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code","SELECT template_type_code, COUNT(*) FROM templates GROUP BY template_type_code;"
cre_Doc_Template_Mgt,Which template type code has most number of templates?,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,SELECT type_code FROM templates GROUP BY type_code ORDER BY COUNT(*) DESC LIMIT 1;
cre_Doc_Template_Mgt,Return the type code of the template type that the most templates belong to.,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,SELECT type_code FROM templates GROUP BY type_code ORDER BY COUNT(*) DESC LIMIT 1;
cre_Doc_Template_Mgt,Show all template type codes with less than three templates.,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,SELECT type_code FROM templates GROUP BY type_code HAVING COUNT(*) < 3;
cre_Doc_Template_Mgt,What are the codes of template types that have fewer than 3 templates?,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,SELECT template_type_code FROM templates GROUP BY template_type_code HAVING COUNT(*) < 3;
cre_Doc_Template_Mgt,What the smallest version number and its template type code?,"SELECT min(Version_Number) ,  template_type_code FROM Templates","SELECT version_number, template_type_code FROM templates WHERE version_number = (SELECT MIN(version_number) FROM templates) LIMIT 1;"
cre_Doc_Template_Mgt,"Return the lowest version number, along with its corresponding template type code.","SELECT min(Version_Number) ,  template_type_code FROM Templates","SELECT template_type_code, MIN(version_number) FROM templates GROUP BY template_type_code ORDER BY version_number ASC LIMIT 1;"
cre_Doc_Template_Mgt,"What is the template type code of the template used by document with the name ""Data base""?","SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",SELECT template_type_code FROM templates WHERE id = (SELECT template_id FROM documents WHERE name = 'Data base')
cre_Doc_Template_Mgt,Return the template type code of the template that is used by a document named Data base.,"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",SELECT template_type_code FROM templates WHERE id = (SELECT template_id FROM documents WHERE document_name = 'Data base')
cre_Doc_Template_Mgt,Show all document names using templates with template type code BK.,"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK""",SELECT document_name FROM documents WHERE template_type_code = 'BK';
cre_Doc_Template_Mgt,What are the names of documents that use templates with the code BK?,"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK""",SELECT document_name FROM Documents WHERE template_code = 'BK';
cre_Doc_Template_Mgt,Show all template type codes and the number of documents using each type.,"SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code","SELECT TemplateTypeCode, COUNT(*) FROM Documents GROUP BY TemplateTypeCode;"
cre_Doc_Template_Mgt,"What are the different template type codes, and how many documents use each type?","SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code","SELECT template_type_code, COUNT(*) FROM documents GROUP BY template_type_code;"
cre_Doc_Template_Mgt,Which template type code is used by most number of documents?,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,SELECT code FROM template_types ORDER BY (SELECT COUNT(*) FROM documents WHERE documents.template_type_id = template_types.id) DESC LIMIT 1;
cre_Doc_Template_Mgt,Return the code of the template type that is most commonly used in documents.,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,SELECT template_type_code FROM documents GROUP BY template_type_code ORDER BY COUNT(*) DESC LIMIT 1;
cre_Doc_Template_Mgt,Show all template type codes that are not used by any document.,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,SELECT template_type_code FROM templates WHERE template_type_code NOT IN (SELECT DISTINCT template_type_code FROM documents)
cre_Doc_Template_Mgt,What are the codes of template types that are not used for any document?,SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,SELECT code FROM template_types LEFT JOIN documents ON template_types.code = documents.template_type_code WHERE documents.id IS NULL;
cre_Doc_Template_Mgt,Show all template type codes and descriptions.,"SELECT template_type_code ,  template_type_description FROM Ref_template_types","SELECT code, description FROM template_type;"
cre_Doc_Template_Mgt,What are the type codes and descriptions for all template types?,"SELECT template_type_code ,  template_type_description FROM Ref_template_types","SELECT type_code, description FROM template_types;"
cre_Doc_Template_Mgt,"What is the template type descriptions for template type code ""AD"".","SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""",SELECT description FROM template_types WHERE code = 'AD';
cre_Doc_Template_Mgt,Return the template type description of the template type with the code AD.,"SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""",SELECT description FROM template_types WHERE code = 'AD';
cre_Doc_Template_Mgt,"What is the template type code for template type description ""Book"".","SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""",SELECT TemplateTypeCode FROM TemplateTypes WHERE TemplateTypeDescription = 'Book';
cre_Doc_Template_Mgt,"Return the type code of the template type with the description ""Book"".","SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""",SELECT type_code FROM template_types WHERE description = 'Book';
cre_Doc_Template_Mgt,What are the distinct template type descriptions for the templates ever used by any document?,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID,SELECT DISTINCT TemplateTypeDescription FROM Templates WHERE TemplateID IN (SELECT TemplateID FROM Documents);
cre_Doc_Template_Mgt,Return the different descriptions for templates that have been used in a document.,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID,SELECT DISTINCT t.description FROM templates t JOIN document_templates dt ON t.id = dt.template_id;
cre_Doc_Template_Mgt,"What are the template ids with template type description ""Presentation"".","SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""",SELECT template_id FROM templates WHERE template_type_description = 'Presentation';
cre_Doc_Template_Mgt,Return the ids corresponding to templates with the description 'Presentation'.,"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""",SELECT id FROM templates WHERE description = 'Presentation';
cre_Doc_Template_Mgt,How many paragraphs in total?,SELECT count(*) FROM Paragraphs,SELECT COUNT(*) FROM content;
cre_Doc_Template_Mgt,Count the number of paragraphs.,SELECT count(*) FROM Paragraphs,SELECT COUNT(*) FROM paragraphs;
cre_Doc_Template_Mgt,How many paragraphs for the document with name 'Summer Show'?,SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show',SELECT COUNT(*) FROM paragraphs WHERE document_id = (SELECT id FROM documents WHERE name = 'Summer Show')
cre_Doc_Template_Mgt,Count the number of paragraphs in the document named 'Summer Show'.,SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show',SELECT COUNT(*) FROM paragraphs WHERE document_name = 'Summer Show';
cre_Doc_Template_Mgt,Show paragraph details for paragraph with text 'Korea ' .,select other_details from paragraphs where paragraph_text like 'korea',SELECT * FROM paragraphs WHERE text = 'Korea ';
cre_Doc_Template_Mgt,What are the details for the paragraph that includes the text 'Korea ' ?,select other_details from paragraphs where paragraph_text like 'korea',SELECT * FROM paragraphs WHERE text LIKE '%Korea%';
cre_Doc_Template_Mgt,Show all paragraph ids and texts for the document with name 'Welcome to NY'.,"SELECT T1.paragraph_id ,   T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.Document_Name  =  'Welcome to NY'","SELECT paragraph_id, text FROM paragraphs WHERE document_id = (SELECT id FROM documents WHERE name = 'Welcome to NY')"
cre_Doc_Template_Mgt,What are the ids and texts of paragraphs in the document titled 'Welcome to NY'?,"SELECT T1.paragraph_id ,   T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.Document_Name  =  'Welcome to NY'","SELECT paragraphs.id, paragraphs.text FROM paragraphs JOIN documents ON paragraphs.document_id = documents.id WHERE documents.title = 'Welcome to NY'"
cre_Doc_Template_Mgt,"Show all paragraph texts for the document ""Customer reviews"".","SELECT T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.document_name  =  ""Customer reviews""",SELECT p.text FROM paragraphs p INNER JOIN documents d ON p.document_id = d.id WHERE d.title = 'Customer reviews';
cre_Doc_Template_Mgt,What are the paragraph texts for the document with the name 'Customer reviews'?,"SELECT T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.document_name  =  ""Customer reviews""",SELECT paragraphs.text FROM paragraphs JOIN documents ON paragraphs.document_id = documents.id WHERE documents.name = 'Customer reviews';
cre_Doc_Template_Mgt,Show all document ids and the number of paragraphs in each document. Order by document id.,"SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id","SELECT document_id, COUNT(*) AS num_paragraphs FROM paragraphs GROUP BY document_id ORDER BY document_id;"
cre_Doc_Template_Mgt,"Return the different document ids along with the number of paragraphs corresponding to each, ordered by id.","SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id","SELECT document_id, COUNT(*) FROM paragraphs GROUP BY document_id ORDER BY document_id;"
cre_Doc_Template_Mgt,"Show all document ids, names and the number of paragraphs in each document.","SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","SELECT documents.id, documents.name, COUNT(paragraphs.document_id) FROM documents LEFT JOIN paragraphs ON documents.id = paragraphs.document_id GROUP BY documents.id;"
cre_Doc_Template_Mgt,"What are the ids and names of each document, as well as the number of paragraphs in each?","SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id","SELECT d.id, d.name, COUNT(p.id) AS paragraph_count FROM documents d LEFT JOIN paragraphs p ON d.id = p.document_id GROUP BY d.id, d.name;"
cre_Doc_Template_Mgt,List all document ids with at least two paragraphs.,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2,SELECT document_id FROM paragraphs GROUP BY document_id HAVING COUNT(*) >= 2;
cre_Doc_Template_Mgt,What are the ids of documents that have 2 or more paragraphs?,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2,SELECT document_id FROM paragraphs GROUP BY document_id HAVING COUNT(*) >= 2;
cre_Doc_Template_Mgt,What is the document id and name with greatest number of paragraphs?,"SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1","SELECT document_id, name FROM documents ORDER BY (SELECT COUNT(*) FROM paragraphs WHERE paragraphs.document_id = documents.document_id) DESC LIMIT 1"
cre_Doc_Template_Mgt,Return the id and name of the document with the most paragraphs.,"SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1","SELECT id, name FROM documents ORDER BY (SELECT COUNT(*) FROM paragraphs WHERE paragraphs.document_id = documents.id) DESC LIMIT 1;"
cre_Doc_Template_Mgt,What is the document id with least number of paragraphs?,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,SELECT document_id FROM paragraphs GROUP BY document_id ORDER BY COUNT(*) ASC LIMIT 1;
cre_Doc_Template_Mgt,Return the id of the document with the fewest paragraphs.,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,SELECT document_id FROM paragraphs GROUP BY document_id ORDER BY COUNT(*) LIMIT 1;
cre_Doc_Template_Mgt,What is the document id with 1 to 2 paragraphs?,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,SELECT document_id FROM paragraphs GROUP BY document_id HAVING COUNT(*) BETWEEN 1 AND 2;
cre_Doc_Template_Mgt,Give the ids of documents that have between one and two paragraphs.,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,SELECT document_id FROM paragraphs GROUP BY document_id HAVING COUNT(*) BETWEEN 1 AND 2;
cre_Doc_Template_Mgt,Show the document id with paragraph text 'Brazil' and 'Ireland'.,SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',"<think> Okay, let's tackle this problem. The user wants to find a document ID that has paragraphs containing both 'Brazil' and 'Ireland'. Since the schema isn't provided, I need to make educated guesses based on typical database structures.  First, I'll assume there's a table involved. Maybe it's named something like 'documents' or 'paragraphs'. If there's a 'paragraphs' table, it might have columns like 'paragraph_id', 'document_id', and 'text'. Alternatively, maybe there's a 'documents' table with 'document_id' and 'content' columns. But since the question mentions 'paragraph text', perhaps each paragraph is a separate entry in a table.  So, let's say there's a 'paragraphs' table with 'document_id' and 'text'. The user wants documents where at least one paragraph has 'Brazil' and another has 'Ireland'. Or maybe the same document has paragraphs containing both terms. Wait, the question says ""paragraph text 'Brazil' and 'Ireland'"". Does that mean a single paragraph containing both words, or two different paragraphs in the same document each containing one of the words?  The wording is a bit ambiguous. If it's a single paragraph with both words, then the query would check for paragraphs where the text includes both. If it's two separate paragraphs, then we need to find documents that have at least one paragraph with 'Brazil' and another with 'Ireland'.  Assuming the latter case, since the user might be looking for documents that mention both countries in different paragraphs. So, the approach would be to select document IDs where there exists a paragraph with 'Brazil' and another with 'Ireland'.  Using SQL, we can use EXISTS or IN clauses. Maybe a self-join on the paragraphs table where one instance has 'Brazil' and another has 'Ireland', both linked to the same document_id.  Alternatively, using two subqueries: one to get documents with 'Brazil' and another with 'Ireland', then intersecting them. But INTERSECT might not be the best here if there are multiple paragraphs.  Another approach is to use GROUP BY and HAVING with COUNT(DISTINCT ...). For example, group by document_id and check that there are at least two distinct paragraphs containing each term. Wait, but how to check for both terms?  Alternatively, use two conditions in the HAVING clause. But how to check for the presence of both terms in different rows.  Let me think. Suppose the table is called 'paragraphs' with columns 'document_id' and 'text'. The query would need to find document_ids that have at least one paragraph containing 'Brazil' and at least one (possibly different) paragraph containing 'Ireland'.  So, using two subqueries: one to find documents with 'Brazil' and another to find those with 'Ireland', then intersect them. But in SQLite, INTERSECT returns distinct rows that are present in both queries. So:  SELECT document_id FROM paragraphs WHERE text LIKE '%Brazil%' INTERSECT SELECT document_id FROM paragraphs WHERE text LIKE '%Ireland%';  But the user wants to show the document_id, so this would work. However, if the user wants to do it in a single query without using INTERSECT, maybe using a self-join.  Another way is to use EXISTS for both conditions. For example:  SELECT DISTINCT p1.document_id FROM paragraphs p1 WHERE EXISTS (     SELECT 1     FROM paragraphs p2     WHERE p2.document_id = p1.document_id     AND p2.text LIKE '%Brazil%' ) AND EXISTS (     SELECT 1     FROM paragraphs p3     WHERE p3.document_id = p1.document_id     AND p3.text LIKE '%Ireland%' );  But this might be more efficient. However, in SQLite, the first approach with INTERSECT is simpler.  But the user might not have an index on text, so performance could be an issue, but since the schema isn't given, we can't optimize for that.  Alternatively, using GROUP BY and HAVING with two conditions. For example:  SELECT document_id FROM paragraphs WHERE text LIKE '%Brazil%' OR text LIKE '%Ireland%' GROUP BY document_id HAVING COUNT(DISTINCT CASE WHEN text LIKE '%Brazil%' THEN 1 ELSE NULL END) > 0 AND COUNT(DISTINCT CASE WHEN text LIKE '%Ireland%' THEN 1 ELSE NULL END) > 0;  But this might not work as intended because the WHERE clause includes any row that has either term, and then the HAVING checks if there are rows with each term. However, COUNT(DISTINCT ...) might not be the right approach here. Maybe using SUM with a condition.  Alternatively, using two separate conditions in HAVING:  HAVING SUM(CASE WHEN text LIKE '%Brazil%' THEN 1 ELSE 0 END) > 0 AND SUM(CASE WHEN text LIKE '%Ireland%' THEN 1 ELSE 0 END) > 0  But this would require that in the grouped document_id, there are rows with each term. However, the WHERE clause in this case is already filtering to include only rows with either term, which might not be necessary. Wait, if we don't have a WHERE clause, but just group all documents and check for presence of both terms in their paragraphs.  So:  SELECT document_id FROM paragraphs GROUP BY document_id HAVING      SUM(CASE WHEN text LIKE '%Brazil%' THEN 1 ELSE 0 END) > 0     AND      SUM(CASE WHEN text LIKE '%Ireland%' THEN 1 ELSE 0 END) > 0;  This would group all documents and check if any of their paragraphs have Brazil and any have Ireland. That's probably the most efficient way.  But how to structure this in SQLite. Let me test this logic.  Assuming the table is called 'paragraphs' with 'document_id' and 'text' columns.  So the final query would be:  SELECT document_id FROM paragraphs GROUP BY document_id HAVING SUM(CASE WHEN text LIKE '%Brazil%' THEN 1 ELSE 0 END) > 0 AND SUM(CASE WHEN text LIKE '%Ireland%' THEN 1 ELSE 0 END) > 0;  Alternatively, using the INTERSECT method.  But which one is better? The GROUP BY approach might be more efficient as it's a single scan of the table, whereas INTERSECT would require two scans. But without knowing the actual schema and indexes, it's hard to say.  But the user's question says ""Show the document id with paragraph text 'Brazil' and 'Ireland'."" So maybe they want documents where a single paragraph contains both words. In that case, the query would be:  SELECT document_id FROM paragraphs WHERE text LIKE '%Brazil%' AND text LIKE '%Ireland%';  But the question isn't clear. The user might mean either case. Since the user wrote ""paragraph text 'Brazil' and 'Ireland'"", maybe they mean a single paragraph containing both. But that's ambiguous. However, given that the user might not have considered that, perhaps the safer approach is to assume that the document has paragraphs containing each term, possibly in different paragraphs.  But without more context, it's hard to tell. Since the user is asking for a document that has both terms, perhaps in any of its paragraphs. So the GROUP BY approach would cover both cases: if a single paragraph has both, or two different paragraphs.  But if the user wants documents where at least one paragraph has both terms, then the query would be simpler. However, given the ambiguity, perhaps the best approach is to present the GROUP BY method as it covers both scenarios.  So, putting it all together, the SQL query would be:  SELECT document_id FROM paragraphs GROUP BY document_id HAVING SUM(CASE WHEN text LIKE '%Brazil%' THEN 1 ELSE 0 END) > 0 AND SUM(CASE WHEN text LIKE '%Ireland%' THEN 1 ELSE 0 END) > 0;  Alternatively, using INTERSECT:  SELECT document_id FROM paragraphs WHERE text LIKE '%Brazil%' INTERSECT SELECT document_id FROM paragraphs WHERE text LIKE '%Ireland%';  But which one is more likely? Since the user is a data engineer, maybe they prefer the INTERSECT approach. However, in SQLite, both are valid.  But the problem says to return the SQL code in a single line. Let me check the syntax for INTERSECT. The INTERSECT operator combines two queries. So the query would be:  SELECT document_id FROM paragraphs WHERE text LIKE '%Brazil%' INTERSECT SELECT document_id FROM paragraphs WHERE text LIKE '%Ireland%';  But this would return documents that have at least one paragraph with Brazil and at least one (could be same or different) with Ireland. So it's equivalent to the GROUP BY approach.  Which one is better? The INTERSECT version might be more straightforward. However, if the table is large, the GROUP BY approach might be more efficient as it scans the table once. But again, without knowing the schema, it's hard to say.  Given that the user wants a single line, the INTERSECT version is shorter. But perhaps the GROUP BY is better. However, the user might not be familiar with INTERSECT. But since the question is about SQLite, which supports INTERSECT, it's acceptable.  But the user's question says ""Show the document id with paragraph text 'Brazil' and 'Ireland'."" If they mean a single paragraph that contains both, then the correct query is:  SELECT document_id FROM paragraphs WHERE text LIKE '%Brazil%' AND text LIKE '%Ireland%';  But if they mean the document has paragraphs with each term, possibly different ones, then the INTERSECT or GROUP BY approach.  Since the question is ambiguous, but given that the user wrote ""paragraph text 'Brazil' and 'Ireland'"", maybe they mean a single paragraph. However, the wording is a bit unclear"
cre_Doc_Template_Mgt,What are the ids of documents that contain the paragraph text 'Brazil' and 'Ireland'?,SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',SELECT id FROM documents WHERE text LIKE '%Brazil%' AND text LIKE '%Ireland%';
course_teach,How many teachers are there?,SELECT count(*) FROM teacher,SELECT COUNT(*) FROM teachers;
course_teach,What is the total count of teachers?,SELECT count(*) FROM teacher,SELECT COUNT(*) FROM teachers;
